programming_skills_count,ml_skills_count,sql_proficiency,cloud_skills_count,projects_count,certifications_count,experience_years,education_tier,ats_score,resume_match_score,is_employable
2,2,10,1,0,1,1.9,2,45.9,45.9,0
6,3,9,3,2,4,1.3,1,54.8,46.2,0
3,3,6,3,5,1,2.6,1,57.6,67.7,1
8,3,5,4,1,2,0.2,2,55.9,52.9,0
2,1,3,1,2,2,11.0,2,76.0,59.4,1
1,4,6,3,2,3,12.9,3,72.2,65.1,1
9,2,3,4,4,3,3.6,2,66.0,72.2,1
3,4,10,3,3,2,2.3,3,58.9,58.2,1
11,4,6,3,4,2,1.1,2,73.9,65.0,1
1,5,4,3,1,0,5.0,2,47.1,49.0,0
7,3,2,2,1,0,3.5,2,52.6,52.7,0
10,1,8,1,4,4,0.5,3,70.5,67.3,1
5,5,4,4,3,3,7.3,2,62.5,71.4,1
5,0,9,4,4,3,5.2,3,61.5,70.3,1
1,1,7,1,1,2,9.0,2,48.6,57.8,0
9,4,2,1,3,2,3.9,1,74.1,76.9,1
7,1,4,1,1,4,2.9,2,52.6,68.9,0
8,3,5,1,3,3,1.6,1,58.0,58.7,0
9,0,3,0,3,0,8.1,2,79.1,68.2,1
6,3,9,4,4,1,6.0,2,66.4,66.1,1
5,0,5,0,4,4,0.1,2,55.5,48.0,0
6,5,2,3,4,1,0.1,4,64.5,60.6,1
11,4,3,3,3,0,1.4,2,76.7,65.4,0
2,0,9,4,3,0,5.0,3,41.6,63.0,1
4,0,7,3,1,1,13.1,2,65.2,81.1,1
3,0,2,1,2,4,0.5,2,38.9,34.0,0
7,1,9,0,4,1,2.7,3,62.1,53.7,0
9,5,4,1,5,4,1.4,3,69.4,58.1,1
5,1,9,3,1,4,10.5,3,62.1,71.9,1
6,4,2,0,1,2,5.5,2,52.9,48.3,0
10,0,10,1,0,3,5.5,2,58.7,55.6,0
2,5,4,4,4,3,1.9,2,56.6,47.1,0
3,5,5,1,1,0,1.6,2,55.7,37.6,0
3,2,2,3,0,2,1.0,2,30.7,52.2,0
9,4,10,0,5,3,0.2,3,65.6,55.4,0
7,5,1,4,5,4,6.0,3,76.3,74.5,1
8,0,7,0,4,4,5.0,2,69.9,49.3,1
11,0,10,4,3,1,16.0,1,84.0,92.5,1
10,5,1,0,0,1,16.0,3,78.1,79.5,1
11,1,8,3,3,4,2.4,2,72.2,72.5,1
9,4,3,4,5,4,4.4,2,72.1,72.1,1
6,0,10,2,5,1,8.7,1,73.4,69.8,1
4,5,6,0,2,3,5.7,2,57.2,57.1,0
1,0,7,0,2,0,0.9,4,40.3,27.0,0
8,5,10,1,2,1,1.8,1,65.2,50.0,0
7,4,1,4,2,3,0.4,2,53.2,63.2,1
2,5,6,2,1,3,9.2,2,49.7,58.1,0
8,2,7,3,2,3,2.8,3,75.2,70.7,1
5,5,6,1,1,2,0.8,3,49.2,47.5,0
7,5,4,2,1,2,3.3,2,42.3,72.7,1
4,4,1,4,4,3,2.9,1,65.7,48.1,1
5,5,9,2,1,4,1.3,2,58.0,57.8,0
8,4,4,0,1,2,0.4,2,58.4,52.0,0
1,2,7,0,2,1,3.3,2,51.0,28.7,0
1,4,7,1,1,2,2.2,1,56.0,25.5,0
4,0,2,4,3,4,4.4,2,52.2,54.1,0
3,4,1,4,2,0,2.2,2,50.7,63.9,0
10,2,8,2,0,2,5.7,2,77.4,80.0,1
2,3,8,1,2,3,2.4,3,61.1,41.9,0
3,5,7,4,1,3,2.5,1,45.6,53.4,0
11,4,8,0,3,3,6.3,2,88.2,62.8,1
11,5,3,2,2,0,1.5,4,71.3,66.0,1
11,1,2,3,3,4,0.4,2,76.3,65.5,1
1,0,7,0,0,1,0.1,2,42.0,44.6,0
1,0,8,1,5,4,4.2,2,57.9,34.9,0
6,1,1,4,0,0,2.9,2,65.8,67.0,0
5,1,10,0,5,3,3.7,3,60.8,61.4,1
8,4,9,3,4,4,0.7,2,75.1,67.2,1
2,1,4,3,5,1,0.4,3,64.9,38.4,0
4,3,4,1,4,3,0.0,2,62.0,32.8,0
8,5,3,0,2,1,1.3,2,59.1,54.3,0
6,5,6,2,4,2,2.7,2,63.7,57.9,1
1,2,1,0,3,1,1.5,2,39.3,43.8,0
4,1,6,3,4,3,1.7,2,53.7,57.4,0
1,1,2,1,3,2,7.0,2,59.0,45.3,0
2,3,9,1,5,3,1.3,2,45.3,36.9,0
5,0,2,2,5,3,2.2,2,60.0,44.3,0
8,0,7,1,5,2,4.6,3,83.7,62.7,1
8,5,1,1,4,1,1.5,2,63.9,46.4,0
11,5,7,1,5,0,2.9,3,82.3,72.6,1
3,4,5,1,4,0,5.9,2,63.9,55.8,0
11,3,8,1,4,0,9.0,2,80.8,81.0,1
4,2,4,3,1,0,0.5,3,46.1,42.1,0
10,2,10,0,1,4,7.8,2,72.3,68.1,1
11,3,7,4,4,0,2.0,2,59.9,72.4,1
6,2,6,1,3,2,0.9,1,62.7,50.8,0
11,0,5,4,2,0,1.8,2,66.3,78.5,1
11,2,4,4,0,3,11.7,2,82.7,89.0,1
10,2,7,3,1,0,2.0,4,64.9,65.8,1
3,3,5,1,4,1,1.2,2,52.4,47.9,0
2,3,5,4,0,2,3.0,3,45.1,46.5,0
6,2,1,1,1,2,0.8,2,53.1,44.8,0
11,1,2,2,2,4,0.2,2,73.4,65.0,1
5,3,5,2,3,3,0.4,2,54.5,56.5,0
10,4,3,2,4,2,0.4,3,69.3,56.0,1
5,4,2,4,2,1,0.5,3,44.2,69.9,1
10,0,4,2,1,0,0.4,2,59.9,53.4,0
5,2,4,3,4,2,3.1,2,69.3,69.4,1
10,1,4,3,0,1,0.6,2,60.5,75.0,1
5,0,4,4,5,0,1.3,1,53.9,48.8,1
3,2,3,1,3,4,6.8,2,53.5,41.8,0
7,3,7,0,1,2,1.9,3,51.3,56.0,0
6,4,9,1,3,2,3.3,2,66.7,51.8,1
4,5,5,1,4,1,0.6,3,59.9,37.5,0
2,1,4,1,5,3,0.6,2,32.1,52.3,0
9,5,2,1,2,4,0.1,2,59.5,47.9,0
1,4,2,0,3,3,0.6,2,46.4,28.4,0
11,5,5,2,0,2,1.0,2,54.9,62.0,0
4,3,7,1,1,3,0.6,3,44.8,25.0,0
1,2,10,3,0,0,0.3,2,45.6,44.1,0
6,3,10,4,3,4,0.4,1,58.7,53.3,0
4,5,9,4,5,3,1.9,2,56.1,63.0,0
5,3,7,3,2,0,0.7,1,50.9,60.8,0
5,4,5,1,2,1,1.4,2,51.7,50.1,0
9,1,10,0,0,3,2.1,3,59.6,58.0,1
1,3,10,2,4,4,3.5,1,43.9,47.0,0
2,4,10,4,4,0,0.1,3,45.6,44.3,0
6,1,6,2,5,3,4.8,2,74.1,56.4,1
5,2,3,0,2,1,3.0,2,55.0,57.1,0
11,5,5,4,0,3,0.3,4,54.5,77.1,1
7,2,8,2,0,0,6.2,1,54.9,67.1,1
3,0,1,0,0,3,7.6,3,57.3,55.4,0
3,4,1,2,3,4,0.2,2,46.3,44.4,0
10,1,7,1,5,2,1.0,2,74.0,61.5,1
2,3,5,0,4,0,4.9,3,53.0,48.0,1
3,2,5,2,4,0,4.1,3,51.0,37.4,0
10,1,1,1,3,0,0.6,2,66.9,65.9,1
1,4,9,1,1,0,0.7,2,40.2,43.1,0
5,0,1,0,3,3,1.4,2,59.7,39.5,0
5,2,5,3,5,4,2.0,3,66.8,65.3,1
11,5,10,4,0,1,2.9,2,61.4,61.2,0
7,1,9,0,3,4,1.4,3,62.1,52.5,0
4,5,4,1,0,0,1.9,2,44.3,47.1,0
3,1,8,1,5,3,4.1,2,64.1,46.3,1
1,1,6,0,5,3,0.1,2,51.3,32.8,0
8,4,3,3,2,0,0.9,2,55.2,66.2,0
3,4,4,4,0,3,3.7,3,43.0,45.6,0
2,4,2,2,4,0,6.8,2,61.2,61.2,1
11,3,1,0,3,4,2.2,4,76.9,58.5,1
4,1,8,4,5,2,2.3,2,65.1,65.2,1
3,2,1,4,0,3,0.3,3,36.5,56.6,0
1,5,1,1,1,0,1.8,3,37.3,36.2,0
3,4,4,2,2,0,2.3,2,45.9,48.1,0
2,4,10,0,1,3,0.8,2,39.6,36.4,0
8,5,10,1,5,1,0.9,2,55.6,66.4,1
6,5,6,1,1,0,1.4,3,57.6,43.1,0
9,1,9,3,1,3,0.1,3,54.7,60.0,1
8,4,1,4,2,0,1.2,2,62.1,55.0,0
10,5,7,0,2,1,0.7,3,61.2,57.2,1
3,3,10,0,2,2,1.2,2,48.2,35.3,0
5,3,5,0,2,1,0.4,2,47.5,39.7,0
7,4,8,1,1,4,6.6,3,62.7,73.3,1
5,5,7,3,4,3,2.7,2,54.8,52.1,1
8,1,4,2,4,1,3.4,3,67.6,62.0,1
5,1,4,1,2,2,4.7,2,66.7,51.2,0
1,1,6,2,3,0,2.1,1,50.9,40.5,0
5,0,6,3,0,3,0.3,2,48.2,72.9,0
4,4,9,4,5,1,2.3,1,51.8,46.0,0
6,1,5,0,3,2,2.7,3,63.1,54.3,0
3,3,8,2,5,1,4.1,2,64.2,68.9,1
11,5,5,1,3,4,1.7,2,70.9,71.6,1
5,2,2,2,3,3,0.4,1,55.4,50.6,0
2,2,6,4,4,0,1.0,2,50.1,42.6,0
11,1,9,0,0,2,1.4,3,65.1,69.1,1
6,2,3,2,3,1,3.1,2,68.8,64.2,0
6,2,1,4,2,3,2.5,2,59.0,52.9,0
5,0,1,1,5,1,1.3,3,54.7,46.1,0
6,3,3,3,4,3,12.9,2,72.2,70.3,1
11,3,10,1,5,4,2.8,3,80.2,46.0,1
7,0,5,0,2,1,0.8,1,50.8,40.4,0
5,0,3,1,2,4,0.3,2,52.7,47.3,0
1,2,9,1,3,2,0.5,3,43.4,41.0,0
8,4,8,1,2,4,0.8,2,52.4,52.8,0
4,5,3,1,0,3,0.5,2,49.6,54.1,0
9,5,9,0,2,2,0.6,2,65.0,60.8,0
10,2,6,4,3,1,1.0,2,57.9,69.9,1
6,5,7,2,5,1,0.6,1,64.4,51.3,1
1,0,4,3,2,3,6.8,3,54.4,57.9,1
3,3,4,2,4,0,0.3,2,57.0,44.8,0
3,5,2,2,4,0,2.2,2,55.9,38.5,0
10,2,5,3,4,1,1.6,3,77.9,66.3,1
4,4,8,0,5,3,12.1,2,73.7,66.5,1
6,2,7,3,1,0,0.4,2,49.6,65.3,0
7,1,7,0,4,4,1.5,3,56.8,57.0,0
10,2,6,2,4,1,10.5,3,77.1,83.2,1
4,0,3,0,1,4,6.0,2,49.2,61.0,0
6,3,5,4,5,3,5.1,2,69.7,71.1,1
11,3,1,3,4,4,0.9,2,68.9,69.0,1
1,5,7,4,3,0,0.6,2,47.5,57.9,0
8,0,9,2,5,0,3.3,2,62.8,68.0,1
7,1,1,3,4,2,8.0,3,67.2,81.4,1
11,0,2,2,4,1,2.4,3,67.6,60.6,1
11,2,3,4,1,3,2.5,3,78.5,70.1,1
9,0,3,2,3,1,1.0,2,62.8,55.6,1
3,0,8,3,5,4,4.4,3,60.3,57.2,1
2,1,7,3,2,3,0.6,2,44.9,59.4,0
1,2,6,2,0,3,1.2,2,48.3,33.6,0
3,4,10,3,3,0,1.7,1,41.9,57.3,0
5,4,10,3,2,4,2.1,2,53.8,48.4,1
11,3,4,2,3,0,0.8,3,58.2,80.8,1
2,5,9,4,2,0,0.4,2,30.7,38.5,0
3,0,1,3,2,2,2.8,2,46.4,58.3,0
4,3,2,3,3,0,1.0,4,55.3,58.5,0
7,1,4,3,1,1,2.6,1,52.0,67.0,1
3,4,3,3,3,3,0.5,3,52.2,42.8,0
9,0,1,2,3,0,2.0,2,65.9,55.6,1
8,1,5,4,2,1,2.3,1,60.2,77.0,1
4,5,7,4,0,4,0.2,3,51.6,61.6,0
1,1,2,0,2,3,1.2,2,40.5,42.0,0
1,0,5,3,4,4,0.4,2,50.1,51.9,0
1,5,6,3,3,1,0.2,2,34.2,32.6,0
1,1,7,0,5,4,13.8,1,71.0,46.4,1
8,5,1,4,3,4,1.2,1,60.3,61.4,0
3,0,7,1,1,4,5.0,1,44.5,46.6,0
6,0,4,1,5,0,0.9,1,64.4,46.0,0
3,5,8,4,2,0,3.4,3,47.3,59.6,1
11,2,4,3,1,0,4.3,2,78.5,83.5,1
5,3,6,1,3,3,2.7,2,43.0,48.8,0
7,1,9,2,2,1,1.9,2,59.8,52.2,0
2,1,5,2,2,0,1.6,3,47.0,50.6,0
6,2,4,0,4,4,1.3,3,58.4,45.3,0
6,2,8,4,4,4,8.0,2,67.0,74.1,1
11,2,9,4,0,4,5.3,3,67.6,78.8,1
3,4,4,1,4,4,10.1,2,73.1,61.5,0
6,4,3,3,5,2,0.4,2,51.3,49.1,0
10,5,8,4,2,3,3.9,2,63.1,81.2,1
10,4,5,1,4,1,8.4,2,73.2,73.3,1
5,0,2,1,0,1,0.6,2,40.3,41.7,0
2,5,10,4,3,0,0.2,2,49.3,53.1,0
9,1,9,1,5,2,4.1,4,76.9,57.9,1
8,3,3,0,4,1,2.6,3,72.8,49.6,0
3,0,2,0,2,3,5.5,2,58.5,39.0,0
8,1,1,4,3,4,0.5,3,64.9,52.9,1
9,1,8,3,2,0,4.8,2,58.5,75.3,1
3,5,3,0,3,3,0.7,1,59.0,46.9,0
3,2,7,0,5,1,0.5,2,53.6,35.3,0
2,2,1,4,2,2,0.5,2,51.4,44.4,0
8,0,1,2,4,0,5.1,1,61.9,53.4,1
10,2,9,1,4,1,3.3,3,70.5,49.2,1
1,1,8,0,0,0,2.2,2,46.2,41.6,0
8,2,3,2,3,1,1.3,2,62.3,45.6,0
7,4,6,3,0,4,6.3,1,55.3,61.3,0
7,2,3,2,1,2,1.5,2,63.0,59.2,1
3,1,4,4,4,4,5.1,3,52.2,61.3,1
1,5,1,3,3,1,1.7,2,47.2,48.4,0
4,0,5,3,5,3,1.4,4,62.3,53.1,0
9,3,1,2,0,4,1.9,4,70.2,60.4,0
5,2,1,4,5,3,1.1,2,57.4,50.5,1
1,1,10,0,5,1,4.1,2,54.2,35.5,0
5,3,7,2,5,2,2.1,3,59.0,51.2,1
8,3,6,0,0,3,0.8,4,55.2,38.2,0
8,4,2,2,1,1,6.9,2,69.0,63.9,1
5,3,2,0,0,3,1.5,3,54.7,42.5,0
9,5,7,2,2,4,2.4,3,67.9,58.9,1
1,1,1,3,4,1,7.1,2,54.9,53.4,1
4,1,2,1,0,4,2.9,2,53.1,53.5,0
3,2,8,3,0,0,0.4,3,42.7,54.2,0
2,2,6,0,1,1,8.4,2,59.0,60.8,1
8,2,2,4,2,3,3.0,1,66.9,58.8,1
7,5,7,3,0,0,1.2,2,62.0,57.3,0
9,3,4,1,4,4,0.4,2,63.3,65.4,1
2,3,2,0,4,4,4.7,2,53.2,31.3,0
4,4,6,3,0,3,2.9,3,50.8,47.5,0
6,5,9,2,5,0,2.3,1,71.2,51.8,1
11,2,9,4,5,2,6.7,2,82.1,97.9,1
3,0,8,0,2,3,4.7,2,61.1,39.1,0
8,4,3,3,4,4,0.5,2,67.5,69.0,1
3,0,3,0,5,1,1.1,2,54.6,39.3,0
2,3,2,2,4,0,0.9,2,54.1,35.5,0
3,4,5,1,2,2,4.1,2,50.1,68.0,0
11,4,4,3,2,1,0.1,2,65.8,69.5,1
6,1,7,0,5,0,2.5,2,58.1,52.2,0
2,3,4,0,0,3,4.3,2,45.5,46.5,0
8,3,9,0,3,3,6.3,3,75.5,64.5,1
1,5,2,1,1,0,1.3,2,46.2,53.3,0
7,4,6,0,3,2,5.2,1,69.4,69.3,1
2,3,7,4,3,0,0.4,3,49.2,43.1,0
10,4,4,4,4,1,5.6,2,76.4,93.2,1
6,5,6,0,2,1,0.4,2,46.2,40.8,0
2,5,7,4,4,3,1.5,2,50.4,54.0,1
2,1,4,3,5,0,4.8,2,60.2,44.0,0
10,4,8,4,1,3,0.5,3,53.5,77.1,1
8,3,9,0,5,2,0.8,3,55.8,49.3,0
2,3,1,2,0,1,3.8,2,51.9,40.9,0
7,4,7,3,1,4,3.8,2,58.9,73.2,1
3,4,9,1,4,4,3.1,2,57.5,56.6,0
8,4,10,0,4,0,3.6,3,71.3,66.7,1
7,2,5,1,5,0,2.3,3,60.5,44.6,1
8,3,2,2,4,4,0.9,1,61.5,69.6,1
7,5,10,1,4,0,1.3,2,71.3,51.2,1
11,3,6,0,3,1,0.6,2,64.7,72.9,1
6,2,7,0,0,2,7.2,1,57.4,62.3,0
7,4,2,2,3,2,2.6,2,57.8,61.0,0
5,1,2,0,4,3,1.5,2,53.9,45.3,0
7,4,10,2,2,1,1.9,2,64.8,57.8,0
1,4,10,2,3,0,8.8,3,43.1,50.6,0
1,2,1,0,4,0,0.5,4,45.2,25.9,0
9,3,4,4,4,3,2.6,2,70.1,68.7,1
5,4,7,2,0,3,2.1,2,59.4,61.6,0
5,3,9,0,5,0,2.8,3,55.9,37.8,0
3,0,3,4,1,0,0.1,1,36.3,61.0,0
5,5,7,2,3,1,6.2,2,57.6,61.6,1
3,3,7,4,3,3,8.1,2,65.4,71.5,1
9,1,7,3,3,1,2.5,2,66.8,73.3,1
9,5,2,3,4,0,3.6,2,61.5,75.9,1
6,1,6,4,0,4,7.7,1,60.3,73.0,1
1,4,2,2,4,4,3.7,2,62.0,46.5,0
7,5,6,0,4,0,0.5,2,62.7,54.7,0
7,3,10,1,5,3,2.6,2,67.8,48.3,1
10,5,3,0,2,4,2.8,2,67.5,51.7,0
10,4,2,1,0,3,1.7,3,62.0,58.2,0
4,2,6,1,3,4,4.0,2,49.7,52.7,0
8,1,2,2,1,3,8.2,2,66.0,85.2,1
6,4,5,4,3,4,7.8,2,66.3,73.4,1
4,2,2,0,4,3,1.8,2,53.6,57.2,0
4,5,3,4,0,1,0.4,2,48.5,58.3,0
2,5,3,3,0,3,12.6,3,54.4,64.9,1
2,4,6,2,0,1,5.5,2,45.5,59.9,0
4,3,6,2,2,1,0.4,1,41.8,46.0,0
5,5,10,3,3,0,7.6,2,67.2,68.5,1
8,3,3,0,2,1,6.1,2,72.4,51.7,0
6,3,3,3,5,2,2.2,2,61.8,48.9,0
4,3,1,0,1,1,2.7,2,55.2,48.7,0
11,0,7,1,5,3,1.5,2,73.1,71.5,1
7,2,8,2,4,1,0.2,2,45.5,68.4,0
8,2,2,0,2,3,1.2,2,59.1,46.5,0
2,5,4,4,2,3,4.9,2,50.7,68.0,1
7,5,10,4,5,2,0.0,2,63.5,70.7,1
2,3,7,2,4,1,1.2,2,52.7,40.8,0
2,0,8,3,0,1,1.5,2,37.6,58.0,0
8,3,1,3,4,4,2.3,2,74.9,71.3,1
2,0,4,0,3,4,7.6,2,57.9,56.6,0
11,3,6,3,5,0,1.3,4,72.4,85.5,1
9,1,3,2,4,3,1.3,3,71.2,69.5,1
1,1,5,0,0,2,4.0,2,43.3,24.8,0
9,4,10,1,4,4,1.8,1,82.9,61.5,1
1,3,9,3,2,1,0.8,1,42.1,33.4,0
10,5,3,3,1,0,1.8,2,64.3,69.8,1
10,2,5,0,2,2,0.5,1,58.2,56.5,0
2,4,8,4,1,1,0.6,2,48.0,46.0,0
6,5,6,3,4,1,2.1,3,63.2,52.0,0
6,1,4,2,3,3,1.6,3,56.1,51.2,0
1,3,8,3,4,3,7.4,2,53.1,53.9,0
7,4,3,1,0,4,1.4,2,44.6,52.5,0
8,3,3,3,4,4,2.6,2,69.0,65.9,1
2,1,4,4,1,1,3.0,3,38.1,58.5,0
8,4,9,3,2,1,0.0,3,65.5,58.4,0
9,1,5,0,3,4,3.3,3,59.6,67.3,1
6,0,8,3,4,4,0.6,2,58.0,56.3,1
5,1,6,4,4,1,9.7,2,65.3,80.5,1
9,3,3,0,2,2,0.5,1,60.7,51.2,0
11,2,8,2,3,1,1.6,2,69.3,86.6,1
9,1,9,0,5,2,0.3,2,70.4,56.3,1
1,5,8,1,4,2,16.0,2,62.0,76.2,1
11,2,4,0,4,1,2.1,2,67.8,56.4,1
3,0,6,2,5,0,2.7,2,64.0,46.3,1
9,4,1,3,1,4,0.2,1,61.6,61.6,0
11,4,4,0,1,3,4.2,1,52.9,82.3,1
2,2,8,0,0,1,0.7,1,42.7,34.8,0
4,4,1,0,2,2,6.8,1,52.9,46.6,0
4,1,3,0,3,1,0.7,1,48.8,50.3,0
2,2,1,2,4,4,0.6,2,49.0,43.6,0
3,3,9,4,4,2,0.1,2,61.1,50.2,1
3,1,2,4,0,3,1.9,4,38.2,50.7,0
1,1,9,0,4,3,2.5,2,42.5,40.4,0
6,1,4,2,2,3,0.2,2,56.2,59.8,0
8,3,2,2,0,0,4.5,2,59.2,70.6,1
3,0,4,0,2,2,1.8,3,56.6,37.4,0
5,5,10,1,0,2,2.2,2,47.2,43.1,0
1,4,6,0,4,0,1.7,2,57.1,20.0,0
10,2,7,1,0,2,1.5,2,59.4,54.6,0
7,0,3,0,1,0,2.5,2,59.8,49.3,0
10,2,3,1,3,1,0.5,3,75.0,59.0,1
1,4,10,1,4,4,0.6,2,47.1,35.2,0
11,3,8,0,5,3,5.9,3,86.9,87.8,1
9,1,5,1,3,0,8.8,3,71.8,75.2,1
8,1,4,3,4,0,1.4,2,66.1,54.4,1
7,3,7,4,3,0,0.9,2,50.7,67.8,0
10,0,7,2,1,1,3.1,2,61.1,70.3,1
7,0,9,1,3,0,1.6,3,53.9,46.5,0
5,2,9,1,0,4,0.1,1,53.4,48.2,0
5,3,5,2,3,4,0.5,4,64.7,54.1,0
11,0,8,1,4,3,3.8,2,72.7,75.0,1
5,3,10,2,5,1,3.2,2,58.7,42.9,0
1,4,1,0,5,4,0.1,3,41.9,37.2,0
8,1,9,3,2,2,0.8,2,60.3,71.7,1
11,1,8,3,3,2,0.8,2,64.3,82.6,1
1,1,6,4,5,2,3.3,2,51.4,43.9,0
4,3,3,1,3,0,0.1,2,61.2,42.6,0
9,3,3,4,5,0,0.3,2,66.0,66.8,1
9,2,8,0,3,2,4.8,2,73.1,65.9,1
5,1,5,3,4,3,0.6,2,57.2,52.9,0
4,2,10,0,3,3,3.2,4,47.9,40.7,0
3,1,7,0,4,0,0.8,4,41.8,40.5,0
3,2,5,1,4,2,0.3,1,55.0,39.2,0
5,2,8,0,2,3,0.8,3,62.5,47.9,0
10,4,10,3,5,0,3.8,1,77.2,66.8,1
1,2,10,4,0,2,5.8,1,49.7,49.8,0
5,3,4,3,4,1,5.3,1,58.6,71.8,1
6,2,2,1,5,2,1.5,4,69.1,67.1,1
7,1,3,3,1,2,3.3,3,63.9,76.7,1
9,2,8,2,3,4,0.7,2,59.2,60.2,1
3,0,7,4,1,4,1.0,2,48.9,60.8,0
2,5,2,2,3,1,6.8,2,46.5,49.4,0
3,1,6,2,2,1,0.0,2,51.0,48.1,0
9,0,9,1,4,2,0.3,2,61.8,52.4,0
7,1,4,0,0,3,0.7,2,44.1,57.6,0
9,3,9,2,4,1,0.1,3,67.3,67.5,1
2,5,2,3,3,2,0.6,2,37.2,61.1,0
5,5,2,0,0,0,2.6,3,52.0,45.6,0
4,3,9,3,4,4,1.6,2,49.5,64.5,1
2,5,7,3,0,3,6.7,2,41.4,61.1,0
9,3,7,0,3,2,5.1,3,70.3,62.2,1
9,0,1,0,2,0,1.3,3,60.6,57.1,0
6,4,6,3,2,4,0.9,2,63.3,69.0,0
11,1,7,1,4,0,1.4,2,63.6,62.7,1
6,3,6,4,1,2,2.7,3,63.0,63.3,1
8,1,6,4,3,1,0.9,2,54.7,51.2,0
6,0,2,1,4,4,2.9,1,68.1,52.8,1
1,4,6,0,4,0,1.6,2,56.2,37.2,0
4,0,4,3,2,1,2.4,3,54.3,49.5,1
7,5,9,4,0,3,1.7,3,48.2,57.5,0
2,1,1,3,3,2,1.0,3,39.3,34.4,0
9,4,8,1,0,2,8.9,2,56.4,67.9,1
8,5,5,3,5,4,4.3,1,82.7,78.2,1
8,4,1,1,5,0,0.5,2,64.0,43.9,0
7,5,4,0,3,3,6.1,3,60.4,64.0,1
4,0,1,1,1,4,2.0,1,42.4,53.3,0
2,3,6,1,5,4,6.7,2,63.0,67.8,0
3,1,2,4,2,0,4.8,1,51.5,67.5,0
6,2,5,3,1,3,1.7,2,41.7,65.2,0
5,2,7,4,4,0,0.1,3,61.3,59.2,1
8,0,2,2,5,2,0.9,2,68.5,58.7,1
6,1,6,1,2,1,2.3,4,67.7,58.7,0
6,1,6,2,4,2,3.0,1,69.6,66.2,1
1,0,5,4,1,2,0.9,3,25.0,49.3,0
4,1,5,3,3,4,0.5,3,60.5,60.4,1
5,3,3,4,4,2,5.4,2,71.4,86.4,1
11,0,10,3,0,3,12.5,4,73.5,91.0,1
3,3,10,3,3,2,2.2,2,49.9,52.7,1
9,1,2,0,3,3,0.6,3,65.6,52.9,0
1,0,7,1,1,0,1.0,3,35.0,38.7,0
6,1,1,4,1,4,0.1,3,49.3,67.7,0
6,0,6,3,2,3,7.4,2,70.3,69.4,1
10,1,6,4,2,2,0.4,2,65.7,71.0,1
5,3,3,4,0,4,2.6,2,45.9,59.4,0
5,3,2,3,3,4,1.0,2,61.1,58.2,0
10,1,2,2,0,3,2.4,3,62.5,62.8,0
5,0,9,1,0,3,3.2,3,52.4,43.1,0
6,2,5,1,1,1,5.3,3,55.6,61.2,1
8,3,7,0,0,1,0.7,1,53.6,65.1,0
2,3,5,0,0,4,0.0,3,34.8,33.0,0
6,5,7,0,4,1,0.4,3,47.2,38.5,0
1,2,4,1,2,2,6.9,3,50.9,61.8,1
4,1,8,2,2,0,6.2,2,57.4,58.5,1
10,0,10,1,3,4,2.7,1,69.4,70.0,1
3,5,10,1,2,0,2.8,1,58.0,40.9,0
9,1,7,1,5,1,3.3,2,68.3,62.0,1
3,4,10,1,3,3,0.6,2,47.8,51.8,0
6,3,5,2,4,4,7.4,4,73.9,66.2,1
1,4,6,0,2,1,1.6,2,40.1,36.4,0
6,3,5,4,4,2,1.4,2,61.3,51.2,1
4,3,7,0,2,4,2.2,2,49.6,49.5,0
8,4,2,0,2,4,0.1,3,56.4,44.8,0
11,4,5,4,4,3,0.5,3,74.6,80.3,1
9,1,10,1,0,4,4.0,3,58.6,64.7,0
4,5,3,2,0,3,0.3,2,48.9,49.5,0
10,5,9,2,0,1,2.8,2,49.4,72.4,1
10,4,6,0,5,2,0.8,3,62.2,59.1,1
6,1,10,4,0,2,1.5,2,36.5,73.7,0
1,5,3,3,2,4,1.0,2,36.7,55.8,0
4,1,7,1,1,4,1.3,2,59.4,37.4,0
7,1,4,0,4,1,3.8,1,66.0,53.2,0
1,3,3,2,1,3,1.1,2,37.0,47.3,0
8,5,8,4,5,2,2.5,1,73.6,61.9,1
10,5,4,4,1,3,1.9,2,68.0,61.5,1
11,3,1,0,3,1,3.3,2,64.3,58.1,1
6,4,6,3,0,2,8.3,2,75.6,69.6,1
5,3,10,2,5,2,4.0,2,66.1,28.2,0
10,5,1,0,2,0,0.7,2,65.5,48.5,0
11,5,5,3,0,1,0.1,1,62.3,55.7,0
9,4,7,4,0,1,0.9,2,59.1,76.2,1
2,3,6,1,1,0,2.7,2,42.2,49.9,0
5,0,2,2,3,3,0.2,2,66.4,51.7,0
6,0,4,2,0,0,2.1,2,49.6,56.4,0
7,4,2,3,4,1,2.7,1,70.2,66.7,1
5,3,1,0,4,3,1.2,3,55.0,37.7,0
9,3,3,4,0,2,4.4,2,57.5,83.2,1
1,1,3,3,1,0,0.3,2,51.6,44.3,0
7,5,7,1,1,3,0.2,1,52.6,57.8,0
10,2,1,1,2,3,3.9,4,67.7,71.7,1
7,4,9,1,5,3,2.1,2,67.7,58.4,1
4,2,6,3,5,0,3.5,2,77.2,59.0,1
9,2,4,4,5,2,1.7,2,82.9,71.3,1
11,4,3,2,3,3,0.8,3,75.7,65.6,1
5,3,3,0,1,0,5.1,3,73.3,55.1,0
4,4,2,2,2,1,4.8,2,50.4,57.1,0
